MPIFFT_Gflops	MPIFFT_N	MPIFFT_maxErr	MPIFFT_Procs	MPIFFT_time4	MPIFFT_time5	MPIFFT_time6	MPIFFT_time0	MPIFFT_time1	MPIFFT_time2	MPIFFT_time3
18.1629	268435456	2.3666e-15	128	0.267991	0.574365	5.00679e-06	2.14577e-06	0.605027	0.123471	0.456805
18.0555	268435456	2.3666e-15	128	0.319303	0.539088	3.09944e-06	9.53674e-07	0.594627	0.134873	0.441737
17.7909	268435456	2.3666e-15	128	0.23186	0.643591	5.00679e-06	2.14577e-06	0.601469	0.127513	0.448557
18.1535	268435456	2.3666e-15	128	0.233501	0.611144	9.05991e-06	4.05312e-06	0.596316	0.129772	0.446015
17.7738	268435456	2.3666e-15	128	0.313091	0.602001	1.19209e-06	3.09944e-06	0.600641	0.115622	0.46522
18.6069	268435456	2.3666e-15	128	0.157171	0.651132	5.00679e-06	9.53674e-07	0.613679	0.101122	0.477332
16.9401	268435456	2.3666e-15	128	0.395042	0.561033	5.00679e-06	9.53674e-07	0.614964	0.14326	0.446488
18.5638	268435456	2.3666e-15	128	0.165476	0.652994	1.90735e-06	9.53674e-07	0.604109	0.126585	0.457623
18.1622	268435456	2.3666e-15	128	0.299375	0.533233	3.09944e-06	2.14577e-06	0.600059	0.126184	0.452073
17.7944	268435456	2.3666e-15	128	0.266644	0.598123	6.91414e-06	9.53674e-07	0.609349	0.131171	0.446486
18.8077	268435456	2.3666e-15	128	0.132573	0.651786	0	9.53674e-07	0.622093	0.0523779	0.52998
17.6734	268435456	2.3666e-15	128	0.238656	0.661808	3.09944e-06	1.19209e-06	0.607966	0.122583	0.454294
17.9226	268435456	2.3666e-15	128	0.300097	0.558073	5.96046e-06	9.53674e-07	0.597805	0.120616	0.459994
17.2236	268435456	2.3666e-15	128	0.271504	0.662053	1.90735e-06	3.09944e-06	0.606763	0.121999	0.459897
18.3077	268435456	2.3666e-15	128	0.307144	0.526073	2.14577e-06	9.53674e-07	0.59319	0.114538	0.468283
17.6296	268435456	2.3666e-15	128	0.286541	0.651856	1.90735e-06	2.86102e-06	0.593554	0.137242	0.444977
